Manufacturer,MFR Part #,Product Description,Retail / MSRP,Dealer Actual Cost,Dealers Discount from list,Proposed GSA Price ,GSA Discount % from List,Proposed GSA Price (with IFF of .75%),Country of Origin,Warranty
Signamax,FC-4/4-2M,SC to SC Duplex MM 62.5/125, $15.00 , $6.98 ,54%, $8.16 ,46%, $8.22 ,US,1 Year
Signamax,FC-4/4-3M,SC to SC Duplex MM 62.5/125, $16.00 , $7.44 ,54%, $8.70 ,46%, $8.77 ,US,1 Year
Signamax,FC50-2/2-1M,ST to ST Duplex MM 50/125, $14.30 , $6.65 ,54%, $7.78 ,46%, $7.84 ,US,1 Year
Signamax,FC50-2/2-2M,ST to ST Duplex MM 50/125, $15.60 , $7.25 ,54%, $8.48 ,46%, $8.55 ,US,1 Year
Signamax,FC50-2/2-3M,ST to ST Duplex MM 50/125, $17.00 , $7.91 ,54%, $9.25 ,46%, $9.32 ,US,1 Year
Signamax,FC50-4/2-1M,SC to ST Duplex MM 50/125, $14.20 , $6.60 ,54%, $7.72 ,46%, $7.78 ,US,1 Year
Signamax,FC50-4/2-2M,SC to ST Duplex MM 50/125, $15.60 , $7.25 ,54%, $8.48 ,46%, $8.55 ,US,1 Year
Signamax,FC50-4/2-3M,SC to ST Duplex MM 50/125, $17.00 , $7.91 ,54%, $9.25 ,46%, $9.32 ,US,1 Year
Signamax,FC50-4/4-1M,SC to SC Duplex MM 50/125, $14.00 , $6.51 ,54%, $7.61 ,46%, $7.67 ,US,1 Year
Signamax,FC50-4/4-2M,SC to SC Duplex MM 50/125, $15.00 , $6.98 ,54%, $8.16 ,46%, $8.22 ,US,1 Year
Signamax,FC50-4/4-3M,SC to SC Duplex MM 50/125, $16.00 , $7.44 ,54%, $8.70 ,46%, $8.77 ,US,1 Year
Signamax,FC50-9/2-1M,LC to ST Duplex MM 50/125, $14.00 , $6.51 ,54%, $7.61 ,46%, $7.67 ,US,1 Year
Signamax,FC50-9/2-2M,LC to ST Duplex MM 50/125, $15.30 , $7.11 ,54%, $8.32 ,46%, $8.38 ,US,1 Year
Signamax,FC50-9/2-3M,LC to ST Duplex MM 50/125, $16.50 , $7.67 ,54%, $8.97 ,46%, $9.04 ,US,1 Year
Signamax,FC50-9/4-1M,LC to SC Duplex MM 50/125, $14.00 , $6.51 ,54%, $7.61 ,46%, $7.67 ,US,1 Year
Signamax,FC50-9/4-2M,LC to SC Duplex MM 50/125, $15.30 , $7.11 ,54%, $8.32 ,46%, $8.38 ,US,1 Year
Signamax,FC50-9/4-3M,LC to SC Duplex MM 50/125, $16.50 , $7.67 ,54%, $8.97 ,46%, $9.04 ,US,1 Year
Signamax,FC50-9/9-1M,LC to LC Duplex MM 50/125, $14.00 , $6.51 ,54%, $7.61 ,46%, $7.67 ,US,1 Year
Signamax,FC50-9/9-2M,LC to LC Duplex MM 50/125, $15.30 , $7.11 ,54%, $8.32 ,46%, $8.38 ,US,1 Year
Signamax,FC50-9/9-3M,LC to LC Duplex MM 50/125, $16.50 , $7.67 ,54%, $8.97 ,46%, $9.04 ,US,1 Year
Signamax,FC51-4/4-1M,SC to SC Duplex MM 50/125 10G, $15.10 , $7.02 ,54%, $8.21 ,46%, $8.27 ,US,1 Year
Signamax,FC51-4/4-2M,SC to SC Duplex MM 50/125 10G, $17.40 , $8.09 ,54%, $9.46 ,46%, $9.53 ,US,1 Year
Signamax,FC51-4/4-3M,SC to SC Duplex MM 50/125 10G, $19.60 , $9.11 ,54%, $10.66 ,46%, $10.74 ,US,1 Year
Signamax,FC51-9/4-1M,LC to SC Duplex MM 50/125 10G, $14.90 , $6.93 ,54%, $8.10 ,46%, $8.16 ,US,1 Year
Signamax,FC51-9/4-2M,LC to SC Duplex MM 50/125 10G, $17.00 , $7.91 ,54%, $9.25 ,46%, $9.32 ,US,1 Year
Signamax,FC51-9/4-3M,LC to SC Duplex MM 50/125 10G, $19.10 , $8.88 ,54%, $10.39 ,46%, $10.47 ,US,1 Year
Signamax,FC51-9/9-1M,LC to LC Duplex MM 50/125 10G, $14.90 , $6.93 ,54%, $8.10 ,46%, $8.16 ,US,1 Year
Signamax,FC51-9/9-2M,LC to LC Duplex MM 50/125 10G, $17.00 , $7.91 ,54%, $9.25 ,46%, $9.32 ,US,1 Year
Signamax,FC51-9/9-3M,LC to LC Duplex MM 50/125 10G, $19.10 , $8.88 ,54%, $10.39 ,46%, $10.47 ,US,1 Year
Signamax,FC-9/2-1M,LC to ST Duplex MM 62.5/125, $14.00 , $6.51 ,54%, $7.61 ,46%, $7.67 ,US,1 Year
Signamax,FC-9/2-2M,LC to ST Duplex MM 62.5/125, $15.30 , $7.11 ,54%, $8.32 ,46%, $8.38 ,US,1 Year
Signamax,FC-9/2-3M,LC to ST Duplex MM 62.5/125, $16.50 , $7.67 ,54%, $8.97 ,46%, $9.04 ,US,1 Year
Signamax,FC-9/4-1M,LC to SC Duplex MM 62.5/125, $14.00 , $6.51 ,54%, $7.61 ,46%, $7.67 ,US,1 Year
Signamax,FC-9/4-2M,LC to SC Duplex MM 62.5/125, $15.30 , $7.11 ,54%, $8.32 ,46%, $8.38 ,US,1 Year
Signamax,FC-9/4-3M,LC to SC Duplex MM 62.5/125, $16.50 , $7.67 ,54%, $8.97 ,46%, $9.04 ,US,1 Year
Signamax,FC-9/4-5M,LC to SC Duplex MM 62.5/125, $27.46 , $12.77 ,54%, $14.93 ,46%, $15.05 ,US,1 Year
Signamax,FC-9/9-1M,LC to LC Duplex MM 62.5/125, $14.00 , $6.51 ,54%, $7.61 ,46%, $7.67 ,US,1 Year
Signamax,FC-9/9-2M,LC to LC Duplex MM 62.5/125, $15.30 , $7.11 ,54%, $8.32 ,46%, $8.38 ,US,1 Year
Signamax,FC-9/9-3M,LC to LC Duplex MM 62.5/125, $16.50 , $7.67 ,54%, $8.97 ,46%, $9.04 ,US,1 Year
Signamax,FC9S-2/2-1M,ST to ST Simplex SM 9/125, $8.00 , $3.72 ,54%, $4.35 ,46%, $4.38 ,US,1 Year
Signamax,FC9S-2/2-2M,ST to ST Simplex SM 9/125, $8.50 , $3.95 ,54%, $4.62 ,46%, $4.66 ,US,1 Year
Signamax,FC9S-2/2-3M,ST to ST Simplex SM 9/125, $9.00 , $4.19 ,54%, $4.89 ,46%, $4.93 ,US,1 Year
Signamax,FC9S-4/2-1M,SC to ST Simplex SM 9/125, $8.20 , $3.81 ,54%, $4.46 ,46%, $4.49 ,US,1 Year
Signamax,FC9S-4/2-2M,SC to ST Simplex SM 9/125, $8.80 , $4.09 ,54%, $4.79 ,46%, $4.82 ,US,1 Year
Signamax,FC9S-4/2-3M,SC to ST Simplex SM 9/125, $9.40 , $4.37 ,54%, $5.11 ,46%, $5.15 ,US,1 Year
Signamax,FC9S-4/4-1M,SC to SC Simplex SM 9/125, $8.80 , $4.09 ,54%, $4.79 ,46%, $4.82 ,US,1 Year
Signamax,FC9S-4/4-2M,SC to SC Simplex SM 9/125, $8.80 , $4.09 ,54%, $4.79 ,46%, $4.82 ,US,1 Year
Signamax,FC9S-4/4-3M,SC to SC Simplex SM 9/125, $9.40 , $4.37 ,54%, $5.11 ,46%, $5.15 ,US,1 Year
Signamax,FC9S-9/2-2M,LC to ST Simplex SM 9/125, $8.80 , $4.09 ,54%, $4.79 ,46%, $4.82 ,US,1 Year
Signamax,FC9S-9/4-1M,LC to SC Simplex SM 9/125, $8.20 , $3.81 ,54%, $4.46 ,46%, $4.49 ,US,1 Year
Signamax,FC9S-9/4-2M,LC to SC Simplex SM 9/125, $8.80 , $4.09 ,54%, $4.79 ,46%, $4.82 ,US,1 Year
Signamax,FC9S-9/4-3M,LC to SC Simplex SM 9/125, $9.40 , $4.37 ,54%, $5.11 ,46%, $5.15 ,US,1 Year
Signamax,FC9S-9/9-2M,LC to LC Simplex SM 9/125, $8.80 , $4.09 ,54%, $4.79 ,46%, $4.82 ,US,1 Year
Signamax,FC-BFC9-BK,FC Boot for 900um Pigtail, $0.29 , $0.14 ,54%, $0.16 ,46%, $0.16 ,US,1 Year
Signamax,FC-BSC9-BK,SC Boot for 900um Pigtail, $0.29 , $0.14 ,54%, $0.16 ,46%, $0.16 ,US,1 Year
Signamax,FC-BST9-BK,ST Boot for 900um Pigtail, $0.29 , $0.14 ,54%, $0.16 ,46%, $0.16 ,US,1 Year
Signamax,FC-CLIPS,Fiber Clips  SC Gray, $0.63 , $0.29 ,54%, $0.34 ,46%, $0.35 ,US,1 Year
Signamax,FC-D51R1-9-9-018F,Optical Fiber Cord DX OM3 OFNR, $24.50 , $11.39 ,54%, $13.32 ,46%, $13.43 ,US,1 Year
Signamax,FC-D51R1-9-9-035F,Optical Fiber Cord DX OM3 OFNR, $34.20 , $15.90 ,54%, $18.60 ,46%, $18.74 ,US,1 Year
Signamax,FC-D51R1-9-9-050F,Optical Fiber Cord DX OM3 OFNR, $44.20 , $20.55 ,54%, $24.04 ,46%, $24.22 ,US,1 Year
Signamax,FC-D5R3-9-9-060F,LC/LC Duplex w/guards, $45.90 , $21.34 ,54%, $24.96 ,46%, $25.15 ,US,1 Year
Signamax,FC-D6R1-9-9-005M,LC to LC Duplex MM 62.5/125, $28.02 , $13.03 ,54%, $15.24 ,46%, $15.35 ,US,1 Year
Signamax,FC-LC-DMM,LC Duplex Multimode, $14.70 , $6.84 ,54%, $7.99 ,46%, $8.06 ,US,1 Year
Signamax,FC-LC-SMM,LC Simplex Multimode, $18.90 , $8.79 ,54%, $10.28 ,46%, $10.36 ,US,1 Year
Signamax,FC-LC-SSM,LC Simplex Singlemode, $21.00 , $9.77 ,54%, $11.42 ,46%, $11.51 ,US,1 Year
Signamax,FCM-124LC-M3A,24-Fiber 1-MPO OM3 to LC, $421.70 , $196.09 ,54%, $229.35 ,46%, $231.08 ,US,1 Year
Signamax,FCM-12LC-51M,12-Fiber (6-Duplex) LC 10G MM, $400.00 , $186.00 ,54%, $217.54 ,46%, $219.19 ,US,1 Year
Signamax,FCM-12LC-5M,12-Fiber (6-Duplex) LC MM, $384.00 , $178.56 ,54%, $208.84 ,46%, $210.42 ,US,1 Year
Signamax,FCM-12LC-6M,12-Fiber (6-Duplex) LC MM, $390.00 , $181.35 ,54%, $212.11 ,46%, $213.71 ,US,1 Year
Signamax,FCM-12LC-9M,12-Fiber (6-Duplex) LC SM, $650.00 , $302.25 ,54%, $353.51 ,46%, $356.18 ,US,1 Year
Signamax,FCM-12LCA-9M,12-Fiber (6-Duplex) LC APC SM, $870.00 , $404.55 ,54%, $473.16 ,46%, $476.73 ,US,1 Year
Signamax,FCM-12LC-M4A,12-Fiber (6-Duplex) LC OM4, $400.00 , $186.00 ,54%, $217.54 ,46%, $219.19 ,US,1 Year
Signamax,FCM-12SC-51M,12-Fiber (6-Duplex) SC 10G MM, $400.00 , $186.00 ,54%, $217.54 ,46%, $219.19 ,US,1 Year
Signamax,FCM-12SC-5M,12-Fiber (6-Duplex) SC MM OM2, $384.00 , $178.56 ,54%, $208.84 ,46%, $210.42 ,US,1 Year
Signamax,FCM-12SC-9M,12-Fiber (6-Duplex) SC SM, $620.00 , $288.30 ,54%, $337.19 ,46%, $339.74 ,US,1 Year
Signamax,FCM-12SCA-9M,12-Fiber (6-Duplex) SC APC SM, $950.00 , $441.75 ,54%, $516.67 ,46%, $520.57 ,US,1 Year
Signamax,FCM-24LC-51M,24-Fiber (6-Quad) LC 10G MM, $700.00 , $325.50 ,54%, $380.70 ,46%, $383.58 ,US,1 Year
Signamax,FCM-24LC-5M,24-Fiber (6-Quad) LC MM, $670.00 , $311.55 ,54%, $364.39 ,46%, $367.14 ,US,1 Year
Signamax,FCM-24LC-6M,24-Fiber (6-Quad) LC MM, $684.00 , $318.06 ,54%, $372.00 ,46%, $374.81 ,US,1 Year
Signamax,FCM-24LC-9M,24-Fiber (6-Quad) LC SM," $1,130.00 ", $525.45 ,54%, $614.56 ,46%, $619.21 ,US,1 Year
Signamax,FCM-24LCA-9M,24-Fiber (6-Quad) LC APC SM," $1,470.00 ", $683.55 ,54%, $799.47 ,46%, $805.52 ,US,1 Year
Signamax,FC-MTRJ-MM,MTRJ Simplex Multimode, $2.27 , $1.05 ,54%, $1.23 ,46%, $1.24 ,US,1 Year
Signamax,FCS-2/2-1M,ST to ST Duplex SM 9/125, $14.90 , $6.93 ,54%, $8.10 ,46%, $8.16 ,US,1 Year
Signamax,FCS-2/2-2M,ST to ST Duplex SM 9/125, $16.00 , $7.44 ,54%, $8.70 ,46%, $8.77 ,US,1 Year
Signamax,FCS-2/2-3M,ST to ST Duplex SM 9/125, $17.00 , $7.91 ,54%, $9.25 ,46%, $9.32 ,US,1 Year
Signamax,FCS-4/2-1M,SC to ST Duplex SM 9/125, $14.90 , $6.93 ,54%, $8.10 ,46%, $8.16 ,US,1 Year
Signamax,FCS-4/2-2M,SC to ST Duplex SM 9/125, $16.00 , $7.44 ,54%, $8.70 ,46%, $8.77 ,US,1 Year
Signamax,FCS-4/2-3M,SC to ST Duplex SM 9/125, $17.00 , $7.91 ,54%, $9.25 ,46%, $9.32 ,US,1 Year
Signamax,FCS-4/4-1M,SC to SC Duplex SM 9/125, $14.90 , $6.93 ,54%, $8.10 ,46%, $8.16 ,US,1 Year
Signamax,FCS-4/4-2M,SC to SC Duplex SM 9/125, $16.00 , $7.44 ,54%, $8.70 ,46%, $8.77 ,US,1 Year
Signamax,FCS-4/4-3M,SC to SC Duplex SM 9/125, $17.00 , $7.91 ,54%, $9.25 ,46%, $9.32 ,US,1 Year
Signamax,FCS-9/2-1M,LC to ST Duplex SM 9/125, $14.80 , $6.88 ,54%, $8.05 ,46%, $8.11 ,US,1 Year
Signamax,FCS-9/2-2M,LC to ST Duplex SM 9/125, $15.60 , $7.25 ,54%, $8.48 ,46%, $8.55 ,US,1 Year
Signamax,FCS-9/2-3M,LC to ST Duplex SM 9/125, $16.50 , $7.67 ,54%, $8.97 ,46%, $9.04 ,US,1 Year
Signamax,FCS-9/4-1M,LC to SC Duplex SM 9/125, $14.80 , $6.88 ,54%, $8.05 ,46%, $8.11 ,US,1 Year
Signamax,FCS-9/4-2M,LC to SC Duplex SM 9/125, $15.60 , $7.25 ,54%, $8.48 ,46%, $8.55 ,US,1 Year
Signamax,FCS-9/4-3M,LC to SC Duplex SM 9/125, $16.50 , $7.67 ,54%, $8.97 ,46%, $9.04 ,US,1 Year
Signamax,FCS-9/9-1M,LC to LC Duplex SM 9/125, $14.80 , $6.88 ,54%, $8.05 ,46%, $8.11 ,US,1 Year
Signamax,FCS-9/9-2M,LC to LC Duplex SM 9/125, $15.60 , $7.25 ,54%, $8.48 ,46%, $8.55 ,US,1 Year
Signamax,FCS-9/9-3M,LC to LC Duplex SM 9/125, $16.50 , $7.67 ,54%, $8.97 ,46%, $9.04 ,US,1 Year
Signamax,FL-100B-WH,Faceplate Designation Labels, $4.00 , $1.86 ,54%, $2.18 ,46%, $2.19 ,US,1 Year
Signamax,FMA24-AM3R7F7F040F,24-Fiber OM3 1-MTP to 1-MTP, $452.60 , $210.46 ,54%, $246.15 ,46%, $248.01 ,US,1 Year
Signamax,FMA24-AM3R7F7F080F,24-Fiber OM3 1-MTP to 1-MTP, $630.00 , $292.95 ,54%, $342.63 ,46%, $345.22 ,US,1 Year
Signamax,FMA24-AM3R7F7F100F,24-Fiber OM3 1-MTP to 1-MTP, $710.00 , $330.15 ,54%, $386.14 ,46%, $389.06 ,US,1 Year
Signamax,FMA24-AM3R7F7F120F,24-Fiber OM3 1-MTP to 1-MTP, $794.00 , $369.21 ,54%, $431.82 ,46%, $435.09 ,US,1 Year
Signamax,FMA24-AM3R7F7F140F,24-Fiber OM3 1-MTP to 1-MTP, $880.00 , $409.20 ,54%, $478.60 ,46%, $482.21 ,US,1 Year
Signamax,FMA24-AM3R7F7F170F,24-Fiber OM3 1-MTP to 1-MTP," $1,010.00 ", $469.65 ,54%, $549.30 ,46%, $553.45 ,US,1 Year
Signamax,FMA24-AM3R7F7F180F,24-Fiber OM3 1-MTP to 1-MTP," $1,074.00 ", $499.41 ,54%, $584.11 ,46%, $588.52 ,US,1 Year
Signamax,FO-065-1050GSFP,10/100/1000 to 1000BaseSFP PSE, $582.00 , $270.63 ,54%, $316.53 ,46%, $318.92 ,US,1 Year
Signamax,FO-065-1100,10/100BaseT/TX to 100BaseFX, $150.00 , $69.75 ,54%, $81.58 ,46%, $82.20 ,US,1 Year
Signamax,FO-065-1100E,10/100BaseT/TX to 100BaseFX, $198.00 , $92.07 ,54%, $107.68 ,46%, $108.50 ,US,1 Year
Signamax,FO-065-1100LFS,10/100BaseT/TX to 100BaseFX, $204.00 , $94.86 ,54%, $110.95 ,46%, $111.79 ,US,1 Year
Signamax,FO-065-1100NS,100BaseTX to 100BaseFX, $204.00 , $94.86 ,54%, $110.95 ,46%, $111.79 ,US,1 Year
Signamax,FO-065-1110,10/100BaseT/TX to 100BaseFX, $150.00 , $69.75 ,54%, $81.58 ,46%, $82.20 ,US,1 Year
Signamax,FO-065-1110E,10/100BaseT/TX to 100BaseFX, $198.00 , $92.07 ,54%, $107.68 ,46%, $108.50 ,US,1 Year
Signamax,FO-065-1110LFS,10/100BaseT/TX to 100BaseFX, $204.00 , $94.86 ,54%, $110.95 ,46%, $111.79 ,US,1 Year
Signamax,FO-065-1110NS,100BaseTX to 100BaseFX, $204.00 , $94.86 ,54%, $110.95 ,46%, $111.79 ,US,1 Year
Signamax,FO-065-1120,10/100BaseT/TX to 100BaseFX, $380.00 , $176.70 ,54%, $206.67 ,46%, $208.23 ,US,1 Year
Signamax,FO-065-1120E,10/100BaseT/TX to 100BaseFX, $460.00 , $213.90 ,54%, $250.18 ,46%, $252.07 ,US,1 Year
Signamax,FO-065-1120ED,10/100BaseT/TX to 100BaseFX, $630.00 , $292.95 ,54%, $342.63 ,46%, $345.22 ,US,1 Year
Signamax,FO-065-1120LFS,10/100BaseT/TX to 100BaseFX, $550.00 , $255.75 ,54%, $299.12 ,46%, $301.38 ,US,1 Year
Signamax,FO-065-1120LFSI,10/100BaseT/TX to 100BaseFX, $550.00 , $255.75 ,54%, $299.12 ,46%, $301.38 ,US,1 Year
Signamax,FO-065-1120NS,100BaseTX to 100BaseFX, $498.00 , $231.57 ,54%, $270.84 ,46%, $272.89 ,US,1 Year
Signamax,FO-065-1132,"100BaseFX Singlemode/SC, 15 km", $698.00 , $324.57 ,54%, $379.61 ,46%, $382.48 ,US,1 Year
Signamax,FO-065-1132ED,"100BaseFX Singlemode/SC, 40 km", $898.00 , $417.57 ,54%, $488.39 ,46%, $492.08 ,US,1 Year
Signamax,FO-065-1167A,10/100TX Ethernet Extender, $700.00 , $325.50 ,54%, $380.70 ,46%, $383.58 ,US,1 Year
Signamax,FO-065-1174,10/100BaseT/TX to 100BaseFX, $260.00 , $120.90 ,54%, $141.40 ,46%, $142.47 ,US,1 Year
Signamax,FO-065-1174LFS,10/100BaseT/TX to 100BaseFX, $320.00 , $148.80 ,54%, $174.04 ,46%, $175.35 ,US,1 Year
Signamax,FO-065-1176AEDLFS,"10/100 to 100BaseFX WDM, SM/SC"," $1,598.00 ", $743.07 ,54%, $869.09 ,46%, $875.66 ,US,1 Year
Signamax,FO-065-1176ALFS,"10/100 to 100BaseFX WDM, SM/SC", $698.00 , $324.57 ,54%, $379.61 ,46%, $382.48 ,US,1 Year
Signamax,FO-065-1176ALFSMM,"10/100 to 100BaseFX WDM, MM/SC", $650.00 , $302.25 ,54%, $353.51 ,46%, $356.18 ,US,1 Year
Signamax,FO-065-1176BEDLFS,"10/100 to 100BaseFX WDM, SM/SC"," $1,598.00 ", $743.07 ,54%, $869.09 ,46%, $875.66 ,US,1 Year
Signamax,FO-065-1176BLFS,"10/100 to 100BaseFX WDM, SM/SC", $698.00 , $324.57 ,54%, $379.61 ,46%, $382.48 ,US,1 Year
Signamax,FO-065-1176BLFSMM,"10/100 to 100BaseFX WDM, MM/SC", $650.00 , $302.25 ,54%, $353.51 ,46%, $356.18 ,US,1 Year
Signamax,FO-065-1185,16-Bay Rack Mount Media, $840.00 , $390.60 ,54%, $456.84 ,46%, $460.29 ,US,1 Year
Signamax,FO-065-1185CARRIER,Spare Slide-In Media Converter, $40.00 , $18.60 ,54%, $21.75 ,46%, $21.92 ,US,1 Year
Signamax,FO-065-1194,1000BaseSX to 1000BaseLX," $1,400.00 ", $651.00 ,54%, $761.40 ,46%, $767.16 ,US,1 Year
Signamax,FO-065-1194ED,1000BaseSX to 1000BaseLX," $1,598.00 ", $743.07 ,54%, $869.09 ,46%, $875.66 ,US,1 Year
Signamax,FO-065-1195,1000BaseT to 1000BaseSX, $470.00 , $218.55 ,54%, $255.61 ,46%, $257.55 ,US,1 Year
Signamax,FO-065-1195I-UK,1000BaseT to, $470.00 , $218.55 ,54%, $255.61 ,46%, $257.55 ,US,1 Year
Signamax,FO-065-1195SFP,1000BaseT to 1000Base SFP, $260.00 , $120.90 ,54%, $141.40 ,46%, $142.47 ,US,1 Year
Signamax,FO-065-1196A,10/100/1000BaseT/TX to, $500.00 , $232.50 ,54%, $271.93 ,46%, $273.98 ,US,1 Year
Signamax,FO-065-1196AED,10/100/1000BaseT/TX to," $1,150.00 ", $534.75 ,54%, $625.44 ,46%, $630.16 ,US,1 Year
Signamax,FO-065-1196ALX,10/100/1000BaseT/TX to, $880.00 , $409.20 ,54%, $478.60 ,46%, $482.21 ,US,1 Year
Signamax,FO-065-1196ALXED,10/100/1000BaseT/TX to," $1,050.00 ", $488.25 ,54%, $571.05 ,46%, $575.37 ,US,1 Year
Signamax,FO-065-1196SFPDR,10/100/1000 to 1000Base/100Bse, $380.00 , $176.70 ,54%, $206.67 ,46%, $208.23 ,US,1 Year
Signamax,FO-065-1197,1000BaseT to 1000BaseLX, $800.00 , $372.00 ,54%, $435.09 ,46%, $438.38 ,US,1 Year
Signamax,FO-065-1198XLD,1000BaseLX to 1000BaseLX," $3,100.00 "," $1,441.50 ",54%," $1,685.96 ",46%," $1,698.71 ",US,1 Year
Signamax,FO-065-11DINMT,DIN Rail mounting bracket, $35.00 , $16.28 ,54%, $19.04 ,46%, $19.18 ,US,1 Year
Signamax,FO-065-1200SC10,12-Channel 10/100BaseT/TX to," $2,040.00 ", $948.60 ,54%," $1,109.47 ",46%," $1,117.86 ",US,1 Year
Signamax,FO-065-1200SC20,12-Channel 10/100BaseT/TX to," $5,000.00 "," $2,325.00 ",54%," $2,719.30 ",46%," $2,739.85 ",US,1 Year
Signamax,FO-065-1200SC95,12-Channel 1000BaseT to," $4,700.00 "," $2,185.50 ",54%," $2,556.14 ",46%," $2,575.46 ",US,1 Year
Signamax,FO-065-1610OAM,10/100/1000 to 1000Base/100Bse, $650.00 , $302.25 ,54%, $353.51 ,46%, $356.18 ,US,1 Year
Signamax,FO-065-1610OAMI,10/100/1000 to 1000Base/100Bse, $650.00 , $302.25 ,54%, $353.51 ,46%, $356.18 ,US,1 Year
Signamax,FO-065-1696SFPDR,OAM Mngd 10/100/1000BaseT/TX, $605.00 , $281.33 ,54%, $329.04 ,46%, $331.52 ,US,1 Year
Signamax,FO-065-1800TB,10/100 to 100FX DIN-mt Ind Hrd, $500.00 , $232.50 ,54%, $271.93 ,46%, $273.98 ,US,1 Year
Signamax,FO-065-1800Z,10/100BaseT/TX to 100BaseFX," $1,130.00 ", $525.45 ,54%, $614.56 ,46%, $619.21 ,US,1 Year
Signamax,FO-065-1810TB,10/100 to 100FX DIN-mt Ind Hrd, $500.00 , $232.50 ,54%, $271.93 ,46%, $273.98 ,US,1 Year
Signamax,FO-065-1810Z,10/100BaseT/TX to 100BaseFX," $1,130.00 ", $525.45 ,54%, $614.56 ,46%, $619.21 ,US,1 Year
Signamax,FO-065-1820EDZ,10/100BaseT/TX to 100BaseFX," $1,290.00 ", $599.85 ,54%, $701.58 ,46%, $706.88 ,US,1 Year
Signamax,FO-065-1820TBCC,10/100 to 100FX DIN-mt Ind Hrd, $870.00 , $404.55 ,54%, $473.16 ,46%, $476.73 ,US,1 Year
Signamax,FO-065-1820Z,10/100BaseT/TX to 100BaseFX," $1,220.00 ", $567.30 ,54%, $663.51 ,46%, $668.52 ,US,1 Year
Signamax,FO-065-1876AEDTB,10/100 to 100FX DIN-mt Ind Hrd," $2,120.00 ", $985.80 ,54%," $1,152.98 ",46%," $1,161.70 ",US,1 Year
Signamax,FO-065-1876AMMTB,10/100 to 100FX DIN-mt Indust," $1,100.00 ", $511.50 ,54%, $598.25 ,46%, $602.77 ,US,1 Year
Signamax,FO-065-1876ATB,10/100 to 100FX DIN-mt Ind Hrd," $1,440.00 ", $669.60 ,54%, $783.16 ,46%, $789.08 ,US,1 Year
Signamax,FO-065-1876BEDTB,10/100 to 100FX DIN-mt Ind Hrd," $2,240.00 "," $1,041.60 ",54%," $1,218.25 ",46%," $1,227.45 ",US,1 Year
Signamax,FO-065-1876BMMTB,10/100 to 100FX DIN-mt Indust," $1,100.00 ", $511.50 ,54%, $598.25 ,46%, $602.77 ,US,1 Year
Signamax,FO-065-1876BTB,10/100 to 100FX DIN-mt Ind Hrd," $1,600.00 ", $744.00 ,54%, $870.18 ,46%, $876.75 ,US,1 Year
Signamax,FO-065-1896SFPTB,10/100/1000 to 1000BaseSFP Hrd, $550.00 , $255.75 ,54%, $299.12 ,46%, $301.38 ,US,1 Year
Signamax,FO-065-1897WDMATB,1000T to 1000LX DIN-mt Ind Hrd," $2,640.00 "," $1,227.60 ",54%," $1,435.79 ",46%," $1,446.64 ",US,1 Year
Signamax,FO-065-1897WDMBTB,1000T to 1000LX DIN-mt Ind Hrd," $3,200.00 "," $1,488.00 ",54%," $1,740.35 ",46%," $1,753.50 ",US,1 Year
Signamax,FO-065-18TR,DIN-rail rack mount for, $230.00 , $106.95 ,54%, $125.09 ,46%, $126.03 ,US,1 Year
Signamax,FO-065-7308POE-FPRM,Rack Mount Kit for, $19.60 , $9.11 ,54%, $10.66 ,46%, $10.74 ,US,1 Year
Signamax,FO-065-73-2WA15,100BaseFX WDM SFP Tx 1310nm, $175.00 , $81.38 ,54%, $95.18 ,46%, $95.89 ,US,1 Year
Signamax,FO-065-73-2WB15,100BaseFX WDM SFP Tx 1550nm, $183.00 , $85.10 ,54%, $99.53 ,46%, $100.28 ,US,1 Year
Signamax,FO-065-73-4WA15,100BaseFX WDM SFP Tx 1310nm, $198.00 , $92.07 ,54%, $107.68 ,46%, $108.50 ,US,1 Year
Signamax,FO-065-73-4WB15,100BaseFX WDM SFP Tx 1550nm, $300.00 , $139.50 ,54%, $163.16 ,46%, $164.39 ,US,1 Year
Signamax,FO-065-73-6WA15,100BaseFX WDM SFP Tx 1310nm, $220.00 , $102.30 ,54%, $119.65 ,46%, $120.55 ,US,1 Year
Signamax,FO-065-73-6WB15,100BaseFX WDM SFP Tx 1550nm, $316.00 , $146.94 ,54%, $171.86 ,46%, $173.16 ,US,1 Year
Signamax,FO-065-73-8WA15,100BaseFX WDM SFP Tx 1310nm, $237.00 , $110.21 ,54%, $128.89 ,46%, $129.87 ,US,1 Year
Signamax,FO-065-73-8WB15,100BaseFX WDM SFP Tx 1550nm, $357.00 , $166.01 ,54%, $194.16 ,46%, $195.63 ,US,1 Year
Signamax,FO-065-73FXMM5MG,100BaseFX/OC-3/STM-1 SFP Mod., $125.00 , $58.13 ,54%, $67.98 ,46%, $68.50 ,US,1 Year
Signamax,FO-065-73FXMM5MG-H,100BaseFX/OC-3/STM-1 SFP Mod., $150.00 , $69.75 ,54%, $81.58 ,46%, $82.20 ,US,1 Year
Signamax,FO-065-73FXSM110MG,100BaseFX/OC-3/STM-1 SFP Mod., $570.00 , $265.05 ,54%, $310.00 ,46%, $312.34 ,US,1 Year
